Store Nbr	Store Name	FORMATO	WH
2363	MB CRUZ DE ELOTA	MIBODEGA	7487
2371	BA GUAYMAS PONIENTE	BODEGA	7487
2374	SC JARDINES DEL COUNTRY	SUPERCENTER	7464
2375	SC TORREON	SUPERCENTER	7490
2377	SC CD.JUAREZ	SUPERCENTER	4640
2378	SC TAMPICO	SUPERCENTER	7490
2379	SC CULIACAN	SUPERCENTER	7487
2380	SC CD. OBREGON	SUPERCENTER	7487
2381	SC MORELIA	SUPERCENTER	7464
2382	SC INTERLOMAS	SUPERCENTER	7464
2383	SC MERIDA	SUPERCENTER	4188
2384	SC CANCUN LABNA	SUPERCENTER	4188
2386	BA AVENIDA DALIAS	BODEGA	7494
2387	BA HACIENDA DE TIZAYUCA	BODEGA	7482
2390	BA OAXACA AEROPUERTO	BODEGA	7471
2405	BAE VALLE TEJEDA	BAE	7460
2410	BA PERIFERICO NORTE IGUAL	BODEGA	7471
2411	MB TLALIXCOYAN PIEDRAS NE	MIBODEGA	7471
2413	MB FLAMINGOS	MIBODEGA	8805
2421	BA SANTIAGO TULANTEPEC	BODEGA	7482
2423	BA ATLIXCO CENTRO	BODEGA	7471
2424	BA ARISTOTELES	BODEGA	7494
2427	MB TEOLOCHOLCO	MIBODEGA	7471
2430	SC COPILCO	SUPERCENTER	7464
2431	SC SAN LUIS POTOSI	SUPERCENTER	7490
2432	SC DURANGO	SUPERCENTER	7487
2433	SC LEON TORRES LANDA	SUPERCENTER	7464
2434	MB TEPEAPULCO	MIBODEGA	8805
2445	SC AVENIDA DEL JACAL	SUPERCENTER	7464
2446	SC AVERANDA	SUPERCENTER	7471
2448	SC PUNTA DEL ESTE	SUPERCENTER	7464
2449	MB JUAN JOSE RIOS	MIBODEGA	7487
2450	MB PUEBLO YAQUI	MIBODEGA	7487
2452	BOD PASO LIMON	BODEGA	7468
2455	MB SAN BLAS BATALLON	MIBODEGA	5907
2457	BD ALTAMIRA SUR	BODEGA	7490
2459	BOD SOLIDARIDAD IRAPUATO	BODEGA	7494
2461	MIB TAMAYO	MIBODEGA	8805
2463	SC VERACRUZ	SUPERCENTER	7471
2464	SC MIRAMONTES	SUPERCENTER	7471
2465	SC SALTILLO	SUPERCENTER	7490
2466	SC CUITLAHUAC	SUPERCENTER	7464
2468	SC VILLAHERMOSA II	SUPERCENTER	7468
2469	MB TIXKOKOB	MIBODEGA	4188
2470	MB TAMUIN	MIBODEGA	8805
2471	MB LERDO DE TEJADA	MIBODEGA	7468
2476	BA NAHIL	BODEGA	4188
2492	MB DEL CERRILLO	MIBODEGA	7468
2505	BA ANILLO PERIFERICO ESCO	BODEGA	7490
2507	MB RANCHO SAN JUAN	MIBODEGA	8805
2508	MB SALINAS HIDALGO	MIBODEGA	8805
2509	BA RICARDO ANAYA	BODEGA	7494
2510	MB TIZAPAN	MIBODEGA	5907
2525	BA RIO HONDO	BODEGA	7494
2528	BA FLORES MAGON	BODEGA	7494
2529	BA MIELERAS	BODEGA	7490
2540	SC VICTORIA CENTRO	SUPERCENTER	7490
2541	SC SALAMANCA	SUPERCENTER	7464
2543	BA EJE NORPONIENTE	BODEGA	7494
2544	BD PRIMO DE VERDAD	BODEGA	7487
2548	BA AV UNIVERSIDAD	BODEGA	7493
2574	WALMART EXPRESS NUEVO SUR	WMEXPRESS	7490
2586	BD RODOLFO ELIAS CALLES	BODEGA	7487
2587	MB CARDENAS	MIBODEGA	5922
2588	MB BOSQUES DE ALDAMA	MIBODEGA	4640
2591	BA TAMPICO	BODEGA	7490
2593	MB SAN FELIPE	MIBODEGA	8805
2594	MB VILLA JUAREZ	MIBODEGA	7487
2595	MB TARIMORO	MIBODEGA	8805
2597	BA COSOLEACAQUE	BODEGA	7468
2643	SC NICOLAS ROMERO	SUPERCENTER	7464
2644	SC PATIO TLALPAN	SUPERCENTER	7471
2645	SC ESCOBEDO NORTE	SUPERCENTER	7490
2646	SC CARR INTER OBREGON	SUPERCENTER	7487
2648	SC PLAZA EL PASEO	SUPERCENTER	7471
2652	BAE VALLE MORELOS	BAE	7461
2661	BA DURANGO NORTE	BODEGA	7487
2664	BA COATEPEC SUR	BODEGA	7471
2665	BA SANTA FE TIJUANA	BODEGA	4924
2666	BA JOJUTLA	BODEGA	7471
2667	BA TLAPA	BODEGA	7471
2669	MB SANTIAGUITO	MIBODEGA	8805
2670	SC TLALPAN	SUPERCENTER	7471
2676	SC LA FE	SUPERCENTER	7490
2683	MB JOCOTITLAN	MIBODEGA	8805
2689	SC FELIX CUEVAS	SUPERCENTER	7464
2694	MB MOCHIS CENTRO	MIBODEGA	7487
2698	MB PRADERA DORADA	MIBODEGA	7487
2710	MB GUACHOCHI	MIBODEGA	4640
2731	SC EL MOLINITO TLAXCALA	SUPERCENTER	7471
2732	SC HOSPITAL GENERAL	SUPERCENTER	7471
2733	SC PONIENTE QUERETARO	SUPERCENTER	7464
2734	SC PLAZA ANA	SUPERCENTER	7493
2735	SC LA CRUZ	SUPERCENTER	4188
2736	BA CHIMALHUACAN PENON	BODEGA	7471
2737	BA ETZATLAN	BODEGA	7494
2738	BA MITRAS	BODEGA	7490
2739	MB CARLOS A CARRILLO	MIBODEGA	7468
2740	BA TALAMAS CAMANDARI	BODEGA	4640
2741	BA OTILIO GONZALEZ	BODEGA	7490
2765	SC SAN JOSE DEL CABO	SUPERCENTER	7487
2766	WALMART EXPRESS FELIX CUE	WMEXPRESS	7464
2767	BA DOCTORES	BODEGA	7494
2768	BA AGUSTIN LARA	BODEGA	7471
2769	BA HERMANOS SERDAN	BODEGA	7471
2782	MB OCOYOACAC	MIBODEGA	8805
2783	MB VILLA GUERRERO	MIBODEGA	8805
2785	MB TENERIA	MIBODEGA	8805
2786	MB TIXTLA GUERRERO	MIBODEGA	8805
2787	BA INDUSTRIAS NORTE	BODEGA	4640
2788	BA AV DE LAS TORRES	BODEGA	7471
2805	WALMART EXPRESS CONCHAL	WMEXPRESS	7471
2808	BA CUAUTLANCINGO	BODEGA	7471
2809	BA MEDELLIN II	BODEGA	7471
2810	BA LAS FUENTES	BODEGA	7490
2811	MB AXOCHIAPAN	MIBODEGA	7471
2812	MB AJALPAN	MIBODEGA	7471
2814	MB CUITLAHUAC	MIBODEGA	7471
2815	MB CALVILLO	MIBODEGA	5907
2816	MB PUTLA	MIBODEGA	7471
2817	MB TEKAX CENTRO	MIBODEGA	4188
2820	MB ATOTONILCO SUR	MIBODEGA	8805
2823	MB EL ORO DE HIDALGO	MIBODEGA	8805
2824	MB APAN ALDAMA	MIBODEGA	8805
2825	MB MOTOZINTLA ACCESO	MIBODEGA	7468
2826	MB JERECUARO	MIBODEGA	8805
2828	MB SUCHIAPA SUR	MIBODEGA	7468
2829	WALMART EXPRESS CALZADA D	WMEXPRESS	7464
2830	WALMART EXPRESS JARDINES	WMEXPRESS	7471
2839	SC XALAPA ARCO SUR	SUPERCENTER	7471
2840	SC INSURGENTES CHETUMAL	SUPERCENTER	4188
2850	MB JALPAN CENTRO	MIBODEGA	8805
2851	BA HILAMAS LEON	BODEGA	7494
2863	BAE LOMAS DE SAN AGUSTIN	BAE	7460
2866	MB VINEDOS	MIBODEGA	7487
2868	BA JARDINES COLON	BODEGA	7493
2869	BA ZUA ZUA	BODEGA	7490
2871	BA VIENTO NUEVO	BODEGA	7494
2873	BA DIMAS	BODEGA	7494
2875	MB COATZINTLA	MIBODEGA	8805
2876	MB IXTACZOQUITLAN	MIBODEGA	7471
2877	MB CALKINI	MIBODEGA	4188
2895	WALMART EXPRESS LA MARINA	WMEXPRESS	7471
2898	MB CIUDAD DE HUITZUCO	MIBODEGA	7471
2899	BA HERMOSILLO ORIENTE	BODEGA	7487
2908	BD TIERRA BLANCA	BODEGA	7468
2910	BA CHUBURNA	BODEGA	4188
2919	BA EL AGUILA	BODEGA	4924
2920	BA SALTILLO SUR	BODEGA	7490
2921	BA MATA DE PITA	BODEGA	7471
2922	BA TEPEJI DEL RIO	BODEGA	7482
2924	MB MIGUEL ALEMAN LA DOCE	MIBODEGA	7487
2925	MB COLOTLAN	MIBODEGA	5907
2926	MB PIJIJIAPAN RINCON	MIBODEGA	7468
2927	MB CERRITOS	MIBODEGA	5922
2928	MB SANTA MARIA CENTRO	MIBODEGA	8805
2929	MB PASO DEL MACHO	MIBODEGA	7471
2932	BA LAS TRANCAS	BODEGA	7471
2943	MB OCOZOCUAUTLA SUR	MIBODEGA	7468
2945	BA VALLADOLID	BODEGA	4188
2946	SC PUEBLITO	SUPERCENTER	7464
2947	SC ENSENADA CENTRO	SUPERCENTER	4924
2948	BA JIBARITO	BODEGA	4924
2950	MB SEYBAPLAYA	MIBODEGA	4188
2951	BA VERACRUZ NORTE	BODEGA	7471
2952	BA SAN FCO TOTIMEHUACAN	BODEGA	7471
2953	BA EL VERDE	BODEGA	7493
2954	BD EL DORADO TULTEPEC	BODEGA	7482
2955	MB TANGANCICUARO	MIBODEGA	5907
2956	BD SALIDA SAUCEDA BORDA	BODEGA	7493
2958	MB ARMERIA	MIBODEGA	5907
2977	MB TONALA PLAZA	MIBODEGA	7468
2979	BAE ANDRES QUINTANA ROO	BAE	7457
2982	MB VILLA UNION POANAS	MIBODEGA	7487
2983	MB GUASAVE CENTRO	MIBODEGA	7487
2989	SC VALLE REAL	SUPERCENTER	7493
2993	BA CAMINO A TLALTEPANGO	BODEGA	7471
2994	BA DUARTE	BODEGA	7494
2996	BA SALIDA A SANALONA	BODEGA	7487
2999	BA TALA RUISENORES	BODEGA	7493
3000	BA TAXCO LIBRAMIENTO	BODEGA	7494
3001	BA CORDOBA AV 11	BODEGA	7468
3002	BA SUMIDERO	BODEGA	7468
3004	BA HUAUCHINANGO	BODEGA	7494
3005	SC PLAZA ARAGON	SUPERCENTER	7464
3008	MB MISANTLA	MIBODEGA	7471
3009	MB RINCON DE ROMOS	MIBODEGA	5907
3012	MB TEMOAYA	MIBODEGA	8805
3013	MB TEMPOAL DE SANCHEZ	MIBODEGA	8805
3014	SC DURANGO EL EDEN	SUPERCENTER	7487
3015	SC ENSENADA	SUPERCENTER	4924
3016	SC MACRO PLAZA HEROES	SUPERCENTER	7471
3018	BA LIBRAMIENTO	BODEGA	7490
3019	BA RINCON SN ANTONIO	BODEGA	7490
3020	BA XALOSTOC	BODEGA	7482
3021	MB XICOTENCATL	MIBODEGA	5922
3022	BA PROGRESO	BODEGA	4188
3023	BA HUAJUAPAN	BODEGA	7471
3025	WALMART EXPRESS PARQUES P	WMEXPRESS	7464
3026	BA GOBERNADORA	BODEGA	7482
3030	SC BLVD MORELOS	SUPERCENTER	7487
3031	SC CELAYA IRRIGACION	SUPERCENTER	7464
3033	SC FUENTES MARES	SUPERCENTER	4640
3034	WALMART EXPRESS F DE LAS	WMEXPRESS	7464
3035	WALMART EXPRESS GALERIAS	WMEXPRESS	7468
3038	BA CD MANTE	BODEGA	7490
3039	BA SAN MIGUEL DE ALLENDE	BODEGA	7494
3040	BA JUAN PABLO II	BODEGA	4188
3041	BA TRANSISTMICA	BODEGA	7468
3042	BA SANTA PAULA	BODEGA	7493
3043	BA ZINACANTEPEC	BODEGA	7482
3046	MB MARAVATIO	MIBODEGA	8805
3047	MB JILOTEPEC	MIBODEGA	8805
3048	MB JEREZ ZACATECAS	MIBODEGA	5907
3049	MB TEAPA	MIBODEGA	7468
3050	MB V DEL MEZQUITAL	MIBODEGA	8805
3051	SC PLAZA CENTRIKA	SUPERCENTER	7490
3053	WALMART EXPRESS MONTEJO	WMEXPRESS	4188
3054	WALMART EXPRESS SANTA ANI	WMEXPRESS	7493
3055	SC BATAN	SUPERCENTER	7493
3056	BA SIGLO XXI	BODEGA	7493
3061	SC PACHUCA	SUPERCENTER	7464
3065	BA BOSQUES DEL VALLE	BODEGA	7482
3066	BA ANTONIO ROCHA	BODEGA	7494
3067	BA SALINA CRUZ	BODEGA	7468
3068	BA CIUDAD RIO VERDE	BODEGA	7494
3069	SC CABO SAN LUCAS	SUPERCENTER	7487
3071	SC FRANCISCO VILLA	SUPERCENTER	7487
3072	BD CENTRAL	BODEGA	7490
3073	BA MULTIPLAZA REAL	BODEGA	7490
3074	BA VILLAS DE LA HACIENDA	BODEGA	7482
3083	BD SAN ANDRES	BODEGA	7490
3084	MB HUIMANGUILLO	MIBODEGA	7468
3085	MB RIO GRANDE	MIBODEGA	5922
3088	MB YURECUARO	MIBODEGA	5907
3089	MB ZACUALTIPAN	MIBODEGA	8805
3091	SC NUEVO LAREDO	SUPERCENTER	7490
3092	BD REFORMA MIXQUIAHUALA	BODEGA	7482
3098	BA GUADALUPANA	BODEGA	7482
3099	BD COLIMA CENTRO	BODEGA	7493
3100	BA QUINTAS DL REFUGIO	BODEGA	4924
3102	BA CD CONSTITUCION	BODEGA	7487
3103	BA LAURO VILLAR	BODEGA	7490
3109	MB HALACHO	MIBODEGA	4188
3113	SC NILO LOMAS D L PAJAROS	SUPERCENTER	7493
3114	SC CUMBRES MONTERREY	SUPERCENTER	7490
3119	BA CAMINO REAL	BODEGA	7487
3121	BA YAUTEPEC	BODEGA	7471
3122	MB NEXTLALPAN	MIBODEGA	8805
3124	MB CTRO TLATLAUQUITEPEC	MIBODEGA	7471
3125	MB POCHUTLA CENTRO	MIBODEGA	7468
3126	MB PUENTE DE IXTLA	MIBODEGA	7471
3127	SC LIBRAMIENTO NORTE	SUPERCENTER	7468
3140	WALMART EXPRESS JURIQUILL	WMEXPRESS	7464
3141	BA SAN PABLO TULTITLAN	BODEGA	7482
3142	BA CAMINO A QUIROGA	BODEGA	7494
3143	BA LOS AGAVES	BODEGA	7493
3144	BA DEL PRADO II	BODEGA	4924
3146	BA CHAVENA JUAREZ	BODEGA	4640
3147	BA MATILDE	BODEGA	7494
3148	BA SAN LUIS DE LA PAZ	BODEGA	7494
3149	BAE RIO NAZAS	BAE	8806
3150	MB CAPULTITLAN	MIBODEGA	8805
3151	MB S ANDRES CUEXCONTITLAN	MIBODEGA	8805
3152	MB SAN PABLO AUTOPAN	MIBODEGA	8805
3153	MB SOMBRERETE CENTRO	MIBODEGA	5922
3154	MB BRAVO ZAPOTILTIC	MIBODEGA	5907
3167	BA SANTA INES	BODEGA	7482
3173	BA TEJERIA	BODEGA	7471
3174	MB BANDERILLA	MIBODEGA	7471
3175	MB SAN ANTONINO	MIBODEGA	7471
3176	SC OJO DE AGUA	SUPERCENTER	7464
3177	WALMART EXPRESS INSURGENT	WMEXPRESS	7471
3187	BD CAMINO A TLACOTE	BODEGA	7494
3189	BD VILLARREAL	BODEGA	7490
3191	BD OUTLET PUEBLA	BODEGA	7471
3196	BD MELCHOR GUASPE	BODEGA	4640
3197	MB EL GRULLO OESTE	MIBODEGA	5907
3198	SC CERRO GRANDE	SUPERCENTER	7493
3199	WALMART EXPRESS PASEOS DE	WMEXPRESS	7464
3211	SC INDEPENDENCIA TORREON	SUPERCENTER	7490
3212	WALMART EXPRESS VILLAS IR	WMEXPRESS	7464
3213	BA LA PRESA	BODEGA	7482
3214	BA CHINAMPA	BODEGA	7494
3216	BA JESUS MARIA II	BODEGA	7493
3219	MB JUAN ALDAMA	MIBODEGA	5922
3220	MB ROMITA	MIBODEGA	8805
3223	WALMART EXPRESS DEL VALLE	WMEXPRESS	7464
3226	BA ENSENADA	BODEGA	4924
3227	BD TUXPAN CENTRO	BODEGA	7494
3228	BA MANTO DE LA VIRGEN	BODEGA	7490
3230	BA CHILPANCINGO NORTE	BODEGA	7471
3231	BD VILLA DEL CAMPO	BODEGA	4924
3232	MB TLAXCO	MIBODEGA	7471
3233	BD MEXICALI VILLAS	BODEGA	4924
3234	MB TEZONTEPEC DE ALDAMA	MIBODEGA	8805
3238	BA LAS AZUCENAS	BODEGA	7493
3239	SC PASEO REAL	SUPERCENTER	7490
3240	MB SAN PABLO DEL MONTE	MIBODEGA	7471
3241	SC PLAZA DEL VALLE	SUPERCENTER	7468
3243	MB TACAMBARO	MIBODEGA	8805
3244	MB CADEREYTA DE MONTES	MIBODEGA	8805
3253	SC ALTABRISA	SUPERCENTER	4188
3257	SC TEPATITLAN	SUPERCENTER	7493
3260	BAE ARTEAGA CENTRO	BAE	8806
3263	SC PILARES	SUPERCENTER	7464
3275	BAE BAHIA COLON	BAE	7460
3285	BD ENRIQUE ESTRADA	BODEGA	7493
3291	BA SALAMANCA SUR	BODEGA	7494
3293	SC BLVD RUIZ CORTINES	SUPERCENTER	7468
3294	BA NICOLAS BRAVO	BODEGA	7471
3295	BA GLORIETA CAUCEL	BODEGA	4188
3296	BA VILLAS DE AYOTLA	BODEGA	7471
3297	BA RIO BLANCO	BODEGA	7471
3298	BA ESCOBEDO MTY	BODEGA	7490
3300	MB CUERVOS	MIBODEGA	4924
3301	MB TEPEACA CENTRO	MIBODEGA	7471
3304	BA CAR A VILLA FLORES	BODEGA	7468
3305	BAE IZCALLI DEL VALLE	BAE	7457
3355	SC ESTADIO	SUPERCENTER	7464
3356	SC LAZARO CARDENAS	SUPERCENTER	7493
3357	SC IRAPUATO SUR	SUPERCENTER	7464
3358	SC CORDILLERAS	SUPERCENTER	4640
3360	BA TOLUQUILLA	BODEGA	7493
3361	BD LA MANGANA	BODEGA	7494
3362	BA TOPOCHICO	BODEGA	7490
3363	TLALCILALCALPAN	MIBODEGA	8805
3364	MB TEJUPILCO CRISTOBAL	MIBODEGA	8805
3366	MB COSCOMATEPEC DE BRAVO	MIBODEGA	7471
3367	MB MANEADERO	MIBODEGA	4924
3368	MB GUADALUPE VICTORIA	MIBODEGA	4924
3397	WALMART EXPRESS MAYORAZGO	WMEXPRESS	7471
3399	BA COZUMEL	BODEGA	4188
3400	BA DELICIAS	BODEGA	4924
3401	BA CENTRAL DE ABASTOS	BODEGA	7487
3402	BA MARIANO OTERO	BODEGA	7493
3403	MB PALADIO	MIBODEGA	7487
3406	BA PUERTO PENASCO	BODEGA	4924
3407	MB SAN FRANCISCO DE LOS R	MIBODEGA	5907
3408	MB VILLA DE ETLA	MIBODEGA	7471
3409	BA ADOLFO LOPEZ MATEOS	BODEGA	7494
3411	MB COATEPEC HARINAS	MIBODEGA	8805
3415	BD FERRERIA	BODEGA	7494
3431	MB PLAZA SAN DIEGO	MIBODEGA	8805
3432	BA HACIENDA LA HUASTECA	BODEGA	7490
3442	BA GLORIETA APIZACO	BODEGA	7471
3443	BA CLOUTHIER	BODEGA	7490
3444	BA VENCEDOR	BODEGA	7494
3464	MB CD DEL MAIZ BARRAGAN	MIBODEGA	5922
3479	WALMART EXPRESS POPOCATEP	WMEXPRESS	7471
3480	WALMART EXPRESS WTC DAKOT	WMEXPRESS	7464
3485	BA OTAY	BODEGA	4924
3486	BD SAN FRANCISCO URUAPAN	BODEGA	7493
3487	MB TEQUIXQUIAC	MIBODEGA	8805
3503	SC ECATEPEC CENTRO	SUPERCENTER	7464
3504	SC AV JESUS DEL MONTE	SUPERCENTER	7464
3505	SC POLIGONO SUR	SUPERCENTER	4188
3506	SC SIMBOLOS PATRIOS	SUPERCENTER	7471
3511	SC MARIO COLIN	SUPERCENTER	7464
3514	BA SAHUARO	BODEGA	7487
3523	BA NUEVA KUKULCAN	BODEGA	4188
3524	BA SALAGUA	BODEGA	7493
3526	BA AEROPUERTO RIO COLORAD	BODEGA	4924
3527	BA CHETUMAL NORTE	BODEGA	4188
3533	SC PARQUE GUADIANA	SUPERCENTER	7487
3536	BA MANZANILLO	BODEGA	7493
3537	BA LINARES CENTRO	BODEGA	7490
3538	MB CUERAMARO	MIBODEGA	8805
3545	MB EJUTLA DE CRESPO	MIBODEGA	7471
3547	BA PACHUQUILLA	BODEGA	7494
3548	BA TEHUANTEPEC	BODEGA	7468
3549	MB SAN VICENTE LAS PALMAS	MIBODEGA	5907
3550	MB SANTA FE	MIBODEGA	5907
3551	MB IZAMAL	MIBODEGA	4188
3554	SC MIL CUMBRES	SUPERCENTER	7464
3555	SC PERIFERICO MERIDA	SUPERCENTER	4188
3557	BA CHULAVISTA	BODEGA	7493
3558	BA CARRETERA A NACAJUCA	BODEGA	7468
3560	BA PANAMERICANA	BODEGA	4640
3561	BA DURANGO	BODEGA	7487
3563	MB SAN BUENAVENTURA	MIBODEGA	5922
3564	MI BODEGA JALPA	MIBODEGA	5907
3565	MB CONTLA	MIBODEGA	7471
3568	MB BERRIOZABAL SUR	MIBODEGA	7468
3570	MB VILLAS NAYARIT	MIBODEGA	5907
3571	MB ZAPATA MONTECRISTO	MIBODEGA	7468
3575	MB UNION DE TULA	MIBODEGA	5907
3576	BAE MATAMOROS	BAE	7460
3585	MB SAN FERNANDO CHIAPAS	MIBODEGA	7468
3586	SC JURIQUILLA	SUPERCENTER	7464
3588	SC PARAISO	SUPERCENTER	7471
3594	MB LA UNO	MIBODEGA	8805
3605	COMBO ELECTRICISTAS	SUPERCENTER	4188
3608	SC PLAYA MIRAMAR	SUPERCENTER	7490
3613	BA EL SERI	BODEGA	7487
3622	SC LA ROSITA	SUPERCENTER	7490
3623	BA LOS FRESNOS	BODEGA	7490
3625	BA DIAZ BERLANGA	BODEGA	7490
3626	BA PLATEROS FRESNILLO	BODEGA	7493
3628	BA SAN MIGUEL	BODEGA	7490
3629	WALMART EXPRESS ECHEGARAY	WMEXPRESS	7464
3630	SC LAS ADELITAS	SUPERCENTER	7490
3631	SC TONALA	SUPERCENTER	7493
3632	SC CANCUN COMANCALCO	SUPERCENTER	4188
3654	MB VILLA DEL CARBON CENTR	MIBODEGA	8805
3656	MB HECELCHAKAN	MIBODEGA	4188
3658	MB BALANCAN	MIBODEGA	7468
3659	MB TLALTENANGO	MIBODEGA	5907
3660	MB QUIROGA CENTRO	MIBODEGA	5907
3664	SC DIAZ ORDAZ	SUPERCENTER	4924
3665	BA CANUTILLO	BODEGA	7493
3666	BA XALAPA	BODEGA	7471
3668	BA REAL DE COSTITLAN	BODEGA	7471
3669	BA NARANJOS	BODEGA	7471
3670	BA PLAYA MAYA	BODEGA	4188
3672	MB XICO	MIBODEGA	7471
3674	MB ZIMATLAN	MIBODEGA	7471
3675	MB AYUTLA	MIBODEGA	8805
3676	MB MANUEL DOBLADO	MIBODEGA	5907
3677	MB ARIO DE ROSALES CENTRO	MIBODEGA	8805
3678	MB HUATABAMPO CENTRO	MIBODEGA	7487
3679	BA NICOLAS ROMERO	BODEGA	7494
3683	BA ESTADIO ANTIGUO	BODEGA	7490
3689	BAE BOSCO	BAE	7460
3691	BA RIO ESPANITA	BODEGA	7494
3692	BA VALLE DE LINCOLN	BODEGA	7490
3693	MB PLAYAS	MIBODEGA	7468
3711	MB BENITO JUAREZ	MIBODEGA	7468
3712	MB TECUALA	MIBODEGA	7487
3713	BD RUIZ CORTINEZ	BODEGA	7490
3714	BA MARIANO HIDALGO	BODEGA	7493
3716	MB JARAL DEL PROGRESO	MIBODEGA	8805
3718	SC EJERCITO MEXICANO	SUPERCENTER	7487
3719	SC MATAMOROS	SUPERCENTER	7490
3720	SC LINCOLN	SUPERCENTER	7490
3721	SC AVILA CAMACHO	SUPERCENTER	7493
3722	BA TULANCINGO	BODEGA	7482
3725	BA PILARES	BODEGA	7482
3727	BA LOS TULIPANES	BODEGA	7482
3729	BA FUNDADORES	BODEGA	7490
3733	BA SATELITE	BODEGA	7482
3734	BA EL CONCHI	BODEGA	7487
3736	MB LIBRAMIENTO XOXOCOTLA	MIBODEGA	7471
3737	MB EL FUERTE	MIBODEGA	7487
3738	MB SANTA CRUZ ATIZAPAN	MIBODEGA	8805
3739	MB COYUCA	MIBODEGA	7471
3743	BA TULA	BODEGA	7482
3744	BA OJO CALIENTE	BODEGA	7493
3745	SC CLOUTHIER	SUPERCENTER	7464
3746	SC SOLIDARIDAD	SUPERCENTER	7487
3747	SC EL PITILLAL	SUPERCENTER	7493
3750	BA AUTOPISTA QRO.	BODEGA	7494
3751	BA INSURGENTES SUR	BODEGA	7482
3752	BA VALLEJO	BODEGA	7482
3753	BA PLAZA ARAGON	BODEGA	7494
3754	BA PLAZA LORETO	BODEGA	7471
3755	BA TACUBAYA	BODEGA	7482
3756	BA TLALNEPANTLA	BODEGA	7482
3757	BA S. JUAN DE ARAGON	BODEGA	7494
3758	MB CALLE OCHENTA Y SEIS	MIBODEGA	4188
3760	BA LOMAS ESTRELLA	BODEGA	7494
3761	BA TULYEHUALCO	BODEGA	7471
3762	BA CHIMALHUACAN	BODEGA	7471
3763	BA MARIANO ESCOBEDO	BODEGA	7482
3764	BA IZTAPALAPA	BODEGA	7482
3765	BA ECATEPEC	BODEGA	7482
3766	BA LA VIGA	BODEGA	7494
3767	BA PACHUCA	BODEGA	7482
3768	BA VILLA COAPA	BODEGA	7494
3769	BA INSURGENTES - NORTE	BODEGA	7494
3770	BA PANTITLAN	BODEGA	7471
3771	BA PLAZA CHURUBUSCO	BODEGA	7482
3772	BA PLAZA ATIZAPAN	BODEGA	7494
3773	BA VIA CAPU	BODEGA	7471
3774	BA F.F.C.C. HIDALGO	BODEGA	7494
3775	BA LA AURORA	BODEGA	7494
3776	BA SOR JUANA	BODEGA	7471
3777	BA VALLE DE ARAGON	BODEGA	7494
3778	BA XOCHIMILCO	BODEGA	7494
3779	BA COSTERA ACAPULCO	BODEGA	7494
3780	BA ATEMAJAC	BODEGA	7493
3781	BA INDEPENDENCIA	BODEGA	7493
3782	BA CENTENARIO	BODEGA	7482
3783	BA SANTA CLARA	BODEGA	7482
3784	BA 1 DE MAYO	BODEGA	7482
3785	BA CUAUTLA	BODEGA	7471
3786	BA SANTA FE	BODEGA	7482
3787	BA CUAUTITLAN	BODEGA	7482
3788	BA PUEBLA MARGARITAS	BODEGA	7471
3789	BA REVOLUCION	BODEGA	7493
3790	SC METEPEC	SUPERCENTER	7464
3791	BA FTES. DEL VALLE	BODEGA	7482
3792	BA SAN JUANICO	BODEGA	7482
3793	BA PUEBLA 11 SUR	BODEGA	7471
3794	SC ACUEDUCTO DE GPE.	SUPERCENTER	7464
3795	BA TEXCOCO	BODEGA	7494
3796	BA PUEBLA MAYORAZGO	BODEGA	7471
3797	BA CABEZA DE JUAREZ	BODEGA	7471
3798	BA SANTA CECILIA	BODEGA	7482
3799	BA LOS ANGELES IZTAPALAPA	BODEGA	7471
3800	SC GUADALUPE NVO LEON	SUPERCENTER	7490
3801	BA STO. DOMINGO NVO. LEON	BODEGA	7490
3802	BA CONVENC AGUASCALIENTES	BODEGA	7493
3803	BA OBSERVATORIO	BODEGA	7482
3804	BA HILARIO MEDINA	BODEGA	7493
3805	BA SANTA LUCIA	BODEGA	7482
3806	BA RENACIMIENTO ACAPULCO	BODEGA	7494
3807	BA SALTILLO	BODEGA	7490
3808	BA BOLIVAR	BODEGA	7494
3809	WALMART EXPRESS PACHUCA	WMEXPRESS	7464
3810	WALMART EXPRESS SENA	WMEXPRESS	7464
3811	WALMART EXPRESS HORACIO	WMEXPRESS	7464
3812	WALMART EXPRESS NARVARTE	WMEXPRESS	7471
3813	WALMART EXPRESS CHURUBUSC	WMEXPRESS	7471
3814	WALMART EXPRESS BARRILACO	WMEXPRESS	7464
3815	WALMART EXPRESS TECAMACHA	WMEXPRESS	7464
3816	WALMART EXPRESS PEDREGAL	WMEXPRESS	7464
3817	WE GEORGIA	WMEXPRESS	7464
3818	WALMART EXPRESS REVOLUCIO	WMEXPRESS	7464
3819	WALMART EXPRESS DEL VALLE	WMEXPRESS	7464
3820	WALMART EXPRESS MICHOACAN	WMEXPRESS	7464
3821	WALMART EXPRESS LINDAVIST	WMEXPRESS	7464
3823	BA MORELOS	BODEGA	7471
3824	WALMART EXPRESS ORADORES	WMEXPRESS	7464
3825	WALMART EXPRESS SAN MATEO	WMEXPRESS	7464
3826	WALMART EXPRESS VIVEROS	WMEXPRESS	7464
3827	WALMART EXPRESS PERIFERIC	WMEXPRESS	7471
3828	WALMART EXPRESS LOS MORAL	WMEXPRESS	7464
